,xmin,ymin,xmax,ymax,Object,labels
476,1823,1235,1920,1248,"1,029.90",
478,275,1268,277,1270,&,
479,284,1267,363,1275,Conditions,
480,363,1256,373,1284,:,
481,377,1256,422,1284,Please,
482,423,1256,443,1284,bri,
483,302,1279,395,1288,autormtically.,
484,404,1279,434,1286,ANH,
485,298,1291,311,1298,of,
486,313,1281,344,1309,gilts,
487,349,1292,363,1298,to,
488,368,1291,418,1298,Lconsin,
490,258,1280,279,1288,  ,
492,787,1291,797,1298,&,
493,803,1292,860,1300,paynent,
495,434,1279,1272,1292,   ,
497,1307,1268,1368,1277,Delivery,
498,1373,1269,1432,1277,quantity,
499,1437,1267,1470,1275,shall,
500,1481,1267,1515,1277,compl:,
502,1530,1269,1543,1275,to,
503,1548,1267,1569,1275,the,
504,1572,1267,1635,1277,purchase,
505,1638,1267,1660,1275,ord,
507,1713,1269,1741,1277,"tity,",
508,1745,1267,1816,1275,additional,
509,1821,1269,1880,1277,quantity,
510,1885,1267,1913,1275,will,
511,1262,1284,1264,1286,all,
512,1275,1279,1326,1288,goods,
513,1331,1281,1351,1286,ane,
514,1355,1281,1367,1286,an,
515,1377,1279,1398,1286,the,
516,1486,1279,1530,1286,basis,
517,1535,1279,1559,1286,and,
518,1639,1279,1699,1286,whenever,
519,1709,1279,1751,1286,Zocds,
520,1756,1280,1800,1286,cannot,
521,1806,1279,1823,1286,he,
522,1827,1279,1856,1286,sald.,
523,1866,1279,1894,1288,Any.,
526,771,1314,781,1321,*,
527,791,1314,836,1326,“This,
528,844,1314,860,1326,is,
529,867,1316,971,1329,Computer,
530,978,1314,1091,1329,"generated,",
531,1099,1318,1126,1326,no,
532,1135,1314,1230,1329,signature,
533,1238,1314,1253,1326,is,
534,1261,1314,1356,1329,required.,
535,1361,1314,1372,1321,*,
