Unnamed: 0,xmin,ymin,xmax,ymax,Object,labels
276,284,775,324,792,TRUE,description
277,333,775,363,792,GEL,description
278,371,775,384,792,0,description
279,393,775,422,792,5MM,description
280,430,775,449,792,BC,description
281,456,775,475,792,OF,description
282,484,775,513,792,2PS,description
283,521,775,594,792,BLK/RED,description
284,760,771,821,801,UNIT/1,
285,907,774,959,791,0,quantity
286,1036,774,1045,791,0,
287,1106,774,1119,791,2,product price
288,1127,774,1168,791,5200,product price
289,1309,774,1371,791,2.52,
290,1454,774,1467,791,2,
291,1476,774,1516,791,5200,
292,1614,774,1638,791,"25,",
293,1646,774,1665,791,20,
294,1716,775,1757,792,0,
295,1845,775,1869,792,25,product net
296,1877,775,1896,792,20,product net
297,209,806,347,823,9.56E+12,description
298,355,806,447,825,/(243503),description
299,52,837,61,854,6,
300,92,838,165,855,167108,
301,186,833,203,865,|,
302,209,838,239,855,GEL,description
303,247,839,277,855,PEN,description
304,284,839,324,855,TRUE,description
305,333,838,363,855,GEL,description
306,371,838,384,855,0,description
307,393,839,422,855,5MM,description
308,430,838,449,855,BC,description
309,456,838,475,855,OF,description
310,484,838,514,855,2PC,description
311,521,838,594,855,BLK/BLU,description
312,760,838,810,855,UNIT/,
313,907,837,921,854,0,quantity
314,928,837,959,854,0,
315,1036,837,1045,854,0,
316,1106,837,1168,854,2.52,product price
317,1309,837,1371,854,2.52,
318,1454,837,1467,854,2,
319,1476,837,1516,854,5200,
320,1614,837,1638,854,25,
321,1646,837,1665,854,20,
322,1716,838,1757,855,0,
323,1845,838,1869,855,25,product net
324,1877,838,1896,855,20,product net
325,210,869,347,886,9.56E+12,description
326,355,869,362,886,/,description
327,363,869,447,888,-243504,description
328,53,900,61,916,7,
329,92,901,165,918,(0167109,
330,183,896,205,927,|,
331,209,901,239,918,GEL,description
332,247,901,277,917,PEN,description
333,284,901,324,918,TRUE,description
334,333,901,363,918,GEL,description
335,371,901,384,918,0,description
336,393,901,422,918,5MM,description
337,430,901,449,918,BC,description
338,456,901,475,918,OF,description
339,484,901,514,918,2PC,description
340,521,901,594,918,BLU/RED,description
341,760,897,821,927,UNIT/1,
342,897,900,921,917,10,quantity
343,928,900,959,917,0,
344,1036,900,1045,917,0,
345,1106,900,1119,917,2,product price
346,1127,900,1168,917,5200,product price
347,1309,900,1371,917,2.52,
348,1454,900,1467,917,2,
349,1476,900,1516,917,5200,
350,1614,900,1638,917,"25,",
351,1646,900,1665,917,20,
352,1716,901,1729,918,0,
353,1737,901,1757,918,0,
354,1845,901,1869,918,25,product net
355,1877,901,1896,918,20),product net
356,209,932,347,949,9.56E+12,description
357,355,932,447,952,/(243505),description
358,52,963,61,980,8,
359,92,964,165,981,(0167110,
360,186,959,203,991,|,
361,209,964,239,981,GEL,description
362,247,965,277,981,PEN,description
363,284,965,324,981,TRUE,description
364,333,964,363,981,GEL,description
365,371,964,384,981,0,description
366,392,965,422,981,7MM,description
367,430,964,449,981,BC,description
368,456,964,475,981,OF,description
369,484,964,577,981,2PCS-BLUE,description
370,760,964,810,981,UNIT/,
371,907,963,921,980,0,quantity
372,928,963,959,980,0,
373,1036,963,1045,980,0,
374,1106,963,1168,980,2.52,product price
375,1309,963,1371,980,2.52,
376,1454,963,1467,980,2,
377,1476,963,1516,980,5200,
378,1614,963,1638,980,25,
379,1646,963,1665,980,20,
380,1716,964,1757,981,0,
381,1845,964,1869,981,25,product net
382,1877,964,1896,981,20,product net
383,209,995,346,1012,9.56E+12,description
384,355,995,447,1014,/(243801),description
385,52,1026,61,1043,9,
386,187,1022,204,1053,|,
387,209,1027,239,1044,GEL,description
388,247,1027,277,1043,PEN,description
389,284,1027,324,1044,TRUE,description
390,333,1027,363,1044,GEL,description
391,371,1027,384,1044,0,description
392,392,1027,422,1043,7MM,description
393,430,1027,449,1044,BC,description
394,456,1027,475,1044,OF,description
395,484,1027,599,1044,2PC-BLK/RED,description
396,760,1023,821,1053,UNIT/1,
397,897,1026,921,1043,"10,",quantity
398,928,1026,959,1043,0,
399,1036,1026,1045,1043,0,
400,1106,1026,1119,1043,2,product price
401,1127,1026,1168,1043,5200,product price
402,1309,1026,1371,1043,2.52,
403,1454,1026,1467,1043,2,
404,1476,1026,1516,1043,5200,
405,1614,1026,1638,1043,"25,",
406,1646,1026,1665,1043,20,
407,1716,1027,1729,1044,0,
408,1737,1027,1757,1044,0,
409,1845,1027,1869,1044,25,product net
410,1877,1027,1896,1044,20},product net
411,209,1058,347,1075,9.56E+12,description
412,355,1058,447,1077,/(243803),description
413,53,1089,72,1106,10,
414,92,1090,165,1107,|0167112,
415,187,1085,204,1117,|,
416,209,1090,239,1107,GEL,description
417,247,1091,277,1107,PEN,description
418,284,1091,324,1107,TRUE,description
419,333,1090,363,1107,GEL,description
420,371,1090,384,1107,0,description
421,392,1091,422,1107,7MM,description
422,430,1090,449,1107,BC,description
423,456,1090,475,1107,OF,description
424,484,1090,514,1107,2PC,description
425,521,1090,594,1107,BLK/BLU,description
426,760,1090,810,1107,UNIT/,
427,907,1089,921,1106,0,quantity
428,928,1089,959,1106,0,
429,1036,1089,1045,1106,0,
430,1106,1089,1168,1106,2.52,product price
431,1309,1089,1371,1106,2.52,
432,1454,1089,1467,1106,2,
433,1476,1089,1516,1106,5200,
434,1614,1089,1638,1106,25,
435,1646,1089,1665,1106,20,
436,1716,1090,1757,1107,0,
437,1845,1090,1869,1107,25,product net
438,1877,1090,1896,1107,20,product net
439,209,1121,346,1138,9.56E+12,description
440,355,1121,447,1140,/(243804),description
456,48,1191,81,1204,YOUR,note
457,87,1191,155,1204,DELIVERY,note
458,160,1191,192,1204,WILL,note
459,199,1191,224,1204,NOT,note
460,229,1191,244,1204,BE,note
461,250,1191,318,1204,ACCEPTED,note
462,325,1191,339,1204,IF,note
463,348,1194,350,1204,:,note
464,49,1216,59,1229,1,note
465,70,1216,137,1229,Purchase,note
466,143,1216,183,1229,order,note
467,191,1216,240,1229,number,note
468,248,1215,261,1229,is,note
469,268,1216,292,1229,not,note
470,298,1216,348,1232,quoted,note
471,354,1218,369,1229,on,note
472,376,1215,443,1232,delivery,note
473,442,1211,489,1236,order,note
474,490,1211,559,1236,/Invoice,note
475,49,1241,55,1254,2,note
476,70,1240,127,1254,Deliver,note
477,135,1241,175,1254,after,note
478,182,1240,283,1254,cancellation,note
479,290,1241,322,1254,date,note
480,49,1266,59,1279,3,note
481,70,1265,137,1282,Delivery,note
482,143,1266,175,1279,does,note
483,182,1266,205,1279,not,note
484,212,1266,262,1282,comply,note
485,268,1266,283,1279,to,note
486,290,1266,357,1282,purchase,note
487,363,1266,403,1279,order,note
488,410,1265,477,1282,quantity,note
489,48,1291,59,1305,"4,",note
490,70,1291,128,1307,Payment,note
491,135,1291,210,1307,according,note
492,217,1292,232,1305,to,note
493,238,1291,305,1307,purchase,note
494,311,1291,358,1306,"order,",note
495,367,1294,416,1305,excess,note
496,423,1291,490,1307,quantity,note
497,496,1291,572,1305,delivered,note
498,578,1291,610,1304,will,note
499,617,1291,640,1305,not,note
500,647,1291,662,1305,be,note
501,669,1291,701,1307,paid,note
502,49,1316,59,1330,5,note
503,70,1316,137,1332,Delivery,note
504,143,1316,253,1330,order/Invoice,note
505,259,1316,292,1330,must,note
506,298,1312,348,1339,attach,note
507,353,1312,385,1339,with,note
508,393,1316,460,1332,purchase,note
509,466,1316,507,1330,order,note
510,48,1480,76,1492,This,note
511,83,1483,95,1492,is,note
512,101,1483,107,1492,a,note
513,113,1480,156,1494,system,note
514,161,1481,228,1494,generated,note
515,233,1480,297,1493,"document,",note
516,305,1480,318,1492,No,note
517,324,1480,390,1494,signature,note
518,397,1483,409,1492,is,note
519,415,1480,473,1494,required.,note
520,1977,461,1978,1161,100000,note
